site,latitude,longitude,method,field.technique,ecosystem.type,temp,flux,units,inv.ktc,std.flux,reference
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.733,3.56,mg CH4 m^-2 d^-1,-0.160167751,-0.521523826,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.325,3.645,mg CH4 m^-2 d^-1,-0.217419639,-0.497928005,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,12.578,3.659,mg CH4 m^-2 d^-1,-0.464414249,-0.494094485,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.575,3.692,mg CH4 m^-2 d^-1,-0.182319551,-0.485116054,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.009,3.733,mg CH4 m^-2 d^-1,-0.261873643,-0.474072171,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.654,3.78,mg CH4 m^-2 d^-1,-0.17124061,-0.461560361,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.534,3.889,mg CH4 m^-2 d^-1,-0.188071782,-0.433132315,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,15.081,3.899,mg CH4 m^-2 d^-1,-0.111463409,-0.430564261,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,10.673,3.916,mg CH4 m^-2 d^-1,-0.737214625,-0.426213646,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,12.499,3.967,mg CH4 m^-2 d^-1,-0.475654874,-0.413274229,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,11.771,3.992,mg CH4 m^-2 d^-1,-0.579532918,-0.406992012,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.376,4.009,mg CH4 m^-2 d^-1,-0.210254263,-0.402742537,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,11.2,4.057,mg CH4 m^-2 d^-1,-0.661381095,-0.390840586,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.376,4.141,mg CH4 m^-2 d^-1,-0.210254263,-0.370347066,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,14.668,4.313,mg CH4 m^-2 d^-1,-0.169277888,-0.329650653,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,11.083,4.407,mg CH4 m^-2 d^-1,-0.678192704,-0.308090185,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,12.074,4.517,mg CH4 m^-2 d^-1,-0.536233507,-0.283436314,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,12.074,4.844,mg CH4 m^-2 d^-1,-0.536233507,-0.213543545,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,11.509,5.495,mg CH4 m^-2 d^-1,-0.617047685,-0.087445783,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Sikaneva fen,61.5,24.12,IRGA,Eddy Covariance,Wetland,12.065,6.209,mg CH4 m^-2 d^-1,-0.537518301,0.034715482,"Rinne, J et al (2007) Annual cycle of methane emission from a boreal fen measured by the eddy covariance technique. Tellus B, 59, 449-457 "
Skottjärn,58.566104,11.926689,GC,Chamber,Aquatic,see notes,see notes,see notes,see notes,see notes,"Bastviken, Gudasz, Ngyuen Unpubl"
Strandsjön,58.62085,11.882744,GC,Chamber,Aquatic,see notes,see notes,see notes,see notes,see notes,"Bastviken, Gudasz, Ngyuen Unpubl"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,30.974,54.432,mg CH4 m^-2 d^-1,1.993999346,-0.695885769,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,31.507,413.04,mg CH4 m^-2 d^-1,2.060800848,1.330706455,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,31.29,664.992,mg CH4 m^-2 d^-1,2.033632232,1.806937025,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,34.081,889.656,mg CH4 m^-2 d^-1,2.380139178,2.097996886,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,33.492,1116.696,mg CH4 m^-2 d^-1,2.307539292,2.325291619,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,29.104,1223.424,mg CH4 m^-2 d^-1,1.757765878,2.416570779,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Suphan Buri,15.1,98.4,GC,Chamber,Rice Paddy,25.762,1339.416,mg CH4 m^-2 d^-1,1.328212294,2.507150992,"Yagi, K (1994) Methnae emission from rice paddy fields in the central plain of Thailand. Soil Sci Plant Nutr. 40: 29-37"
Svarttjän,59.12157,12.254477,GC,Chamber,Aquatic,see notes,see notes,see notes,see notes,see notes,"Bastviken, Gudasz, Ngyuen Unpubl"
Svarttjän,59.12157,12.254477,GC,Chamber,Aquatic,see notes,see notes,see notes,see notes,see notes,"Bastviken, Gudasz, Ngyuen Unpubl"
Sweedish_IBP_Tundra,68.21,19.05,GC,Chamber,Wetland,8,39.84,mg CH4 m^-2 d^-1,-1.126230542,-1.715706155,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Sweedish_IBP_Tundra,68.21,19.25,GC,Chamber,Wetland,3.4,86.16,mg CH4 m^-2 d^-1,-1.813308802,-0.944371555,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Sweedish_IBP_Tundra,68.21,19.05,GC,Chamber,Wetland,9.7,117.6,mg CH4 m^-2 d^-1,-0.877968955,-0.633288552,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Sweedish_IBP_Tundra,68.21,19.05,GC,Chamber,Wetland,8.9,118.08,mg CH4 m^-2 d^-1,-0.994424946,-0.629215227,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Sweedish_IBP_Tundra,68.21,19.05,GC,Chamber,Wetland,14.9,136.8,mg CH4 m^-2 d^-1,-0.136780571,-0.482057583,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Sweedish_IBP_Tundra,68.21,19.05,GC,Chamber,Wetland,13.2,300,mg CH4 m^-2 d^-1,-0.376128879,0.303204887,"Svensson, BH (1980) Carbon dioxide and methane fluxes from the ombotrophic parts of a subarctic mire. Ecological Bulletins, 30, 235-250."
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.216,7.214,mg CH4 m^-2 d^-1,1.126234009,-1.599546992,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,23.556,9.746,mg CH4 m^-2 d^-1,1.03936642,-1.29871363,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.004,13.362,mg CH4 m^-2 d^-1,1.098373175,-0.983155717,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.098,15.703,mg CH4 m^-2 d^-1,1.11073147,-0.821718797,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,23.466,104.175,mg CH4 m^-2 d^-1,1.027490873,1.070501603,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.706,122.238,mg CH4 m^-2 d^-1,1.190477487,1.23039939,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,23.865,228.755,mg CH4 m^-2 d^-1,1.080084332,1.857080988,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,22.814,229.859,mg CH4 m^-2 d^-1,0.941243334,1.861895503,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.029,233.627,mg CH4 m^-2 d^-1,1.10166072,1.878155252,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.748,266.138,mg CH4 m^-2 d^-1,1.195974232,2.008444397,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.679,295.203,mg CH4 m^-2 d^-1,1.186943046,2.112092681,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,25.387,350.822,mg CH4 m^-2 d^-1,1.279412415,2.284708398,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,23.558,351.754,mg CH4 m^-2 d^-1,1.039630239,2.287361494,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,23.69,405.012,mg CH4 m^-2 d^-1,1.057034441,2.428346122,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,25.352,424.161,mg CH4 m^-2 d^-1,1.274851501,2.474542526,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.441,440.968,mg CH4 m^-2 d^-1,1.155759847,2.513401736,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1994,29.57,-94.3,GC,Chamber,Rice Paddy,24.998,502.544,mg CH4 m^-2 d^-1,1.228660891,2.644112624,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,26.022,6.728,mg CH4 m^-2 d^-1,1.361975027,-1.224475743,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,26.607,10.22,mg CH4 m^-2 d^-1,1.437726922,-0.806407081,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,28.363,37.075,mg CH4 m^-2 d^-1,1.66334576,0.482189222,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,27.031,48.747,mg CH4 m^-2 d^-1,1.492446218,0.755889991,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,26.511,93.376,mg CH4 m^-2 d^-1,1.425316137,1.405880687,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,29.714,109.588,mg CH4 m^-2 d^-1,1.835146744,1.565974214,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,24.005,134.016,mg CH4 m^-2 d^-1,1.098504688,1.76720553,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,26.72,208.661,mg CH4 m^-2 d^-1,1.452325262,2.20995726,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,29.172,215.628,mg CH4 m^-2 d^-1,1.766407414,2.242801035,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,32.512,223.826,mg CH4 m^-2 d^-1,2.186124557,2.280115298,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,25.972,246.14,mg CH4 m^-2 d^-1,1.355486754,2.375146814,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,25.342,248.401,mg CH4 m^-2 d^-1,1.273548186,2.38429071,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Texas Paddy 1995,29.57,-94.3,GC,Chamber,Rice Paddy,25.809,272.829,mg CH4 m^-2 d^-1,1.334319908,2.478091559,"Huang, Y et al (1997) Methane emission from Texas rice paddy soils. 2. Seasonal contribution of rice biomass production to CH4 emission. Global Change Biology. 3: 491-500"
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,2.10191,15.497472,mg CH4 m^-2 d^-1,-2.01135472,-2.852295728,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,4.3949,16.94244,mg CH4 m^-2 d^-1,-1.662774437,-2.763150925,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,-0.764331,23.192016,mg CH4 m^-2 d^-1,-2.455338194,-2.44916456,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,12.2293,142.04208,mg CH4 m^-2 d^-1,-0.514076431,-0.63684929,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,15.4777,191.71344,mg CH4 m^-2 d^-1,-0.056086581,-0.336970884,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,18.3439,430.5696,mg CH4 m^-2 d^-1,0.33953598,0.472136342,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,23.121,632.5056,mg CH4 m^-2 d^-1,0.981901068,0.856716433,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,19.6815,640.3824,mg CH4 m^-2 d^-1,0.521513521,0.869092857,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Carrex - site,33.56,102.52,GC,Chamber,Wetland,15.6688,1002.1704,mg CH4 m^-2 d^-1,-0.029464541,1.316950686,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,8.59873,34.39056,mg CH4 m^-2 d^-1,-1.038452328,-1.361855674,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,5.73248,37.78632,mg CH4 m^-2 d^-1,-1.462084106,-1.26769065,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,7.64331,39.33984,mg CH4 m^-2 d^-1,-1.178701942,-1.227400036,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,11.2739,68.92584,mg CH4 m^-2 d^-1,-0.650769611,-0.666606638,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,16.8153,115.77936,mg CH4 m^-2 d^-1,0.12951661,-0.147951471,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,10.5096,153.78264,mg CH4 m^-2 d^-1,-0.760784594,0.135902395,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,20.6369,230.65584,mg CH4 m^-2 d^-1,0.650478582,0.541288947,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Dry Hummock - site,33.56,102.52,GC,Chamber,Wetland,18.7261,240.8064,mg CH4 m^-2 d^-1,0.391703741,0.584355509,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,3.24841,15.533592,mg CH4 m^-2 d^-1,-1.836340474,-2.303452043,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,5.92357,16.978584,mg CH4 m^-2 d^-1,-1.433570122,-2.214504162,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,-1.91083,23.192016,mg CH4 m^-2 d^-1,-2.635560781,-1.902648866,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,18.3439,75.1032,mg CH4 m^-2 d^-1,0.33953598,-0.72759378,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,15.0955,135.86472,mg CH4 m^-2 d^-1,-0.109436614,-0.134797263,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,21.2102,330.144,mg CH4 m^-2 d^-1,0.727463618,0.753071975,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,15.2866,354.672,mg CH4 m^-2 d^-1,-0.082743915,0.824736471,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,22.5478,431.508,mg CH4 m^-2 d^-1,0.905920598,1.020829103,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
Tibetan plateau - Eleocharis valleculosa - site,33.56,102.52,GC,Chamber,Wetland,17.5796,461.7816,mg CH4 m^-2 d^-1,0.234802498,1.088635104,"Chen, H. et al (2008) Determinants influencing seasonal variations of methane emissions from alpine wetlands in Zoige Plateau and their implications. J. Geo. Res. 113."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,18.5295,29.2872,mg CH4 m^-2 d^-1,0.364886231,0.311114173,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,21.5189,42.3379,mg CH4 m^-2 d^-1,0.768792958,0.679646278,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,20.5045,46.4352,mg CH4 m^-2 d^-1,0.632656628,0.772021405,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,23.5349,53.9777,mg CH4 m^-2 d^-1,1.036582911,0.922534611,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,24.5058,59.2453,mg CH4 m^-2 d^-1,1.164255006,1.015650064,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,25.5173,59.5556,mg CH4 m^-2 d^-1,1.296382646,1.020873942,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,22.5132,69.6451,mg CH4 m^-2 d^-1,0.901324765,1.177375958,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
TuZu - 1988,23.689019,102.418671,GC,Chamber,Rice Paddy,26.4848,70.0574,mg CH4 m^-2 d^-1,1.421927645,1.183278518,"Khalil, MA et al (1991) Methane emissions from rice fields in china. Environmental Science and Technology. 25, 979-981."
