"","log.move","hr","Season","DayNight","Sex","Stage","julian","BearID","Year","BearIDYear"
"695",1.630530084,64,"Summer","Night","F","Fem",222,4011,2012,4011
"696",5.43940837,70,"Summer","Day","F","Fem",222,4011,2012,4011
"697",1.181557629,57,"Summer","Night","F","Fem",223,4011,2012,4011
"698",4.874079626,72,"Summer","Day","F","Fem",223,4011,2012,4011
"699",1.671577693,59,"Summer","Night","F","Fem",224,4011,2012,4011
"700",5.098012791,72,"Summer","Day","F","Fem",224,4011,2012,4011
"701",0.76070716,58,"Summer","Night","F","Fem",225,4011,2012,4011
"702",5.655175797,76,"Summer","Day","F","Fem",225,4011,2012,4011
"703",5.27026736,72,"Summer","Day","F","Fem",226,4011,2012,4011
"704",1.692313236,60,"Summer","Night","F","Fem",227,4011,2012,4011
"705",5.010608778,76,"Summer","Day","F","Fem",227,4011,2012,4011
"706",2.961617573,69,"Summer","Night","F","Fem",228,4011,2012,4011
"707",5.060159342,78,"Summer","Day","F","Fem",228,4011,2012,4011
"708",0.883804487,69,"Summer","Night","F","Fem",229,4011,2012,4011
"709",6.244884668,77,"Summer","Day","F","Fem",229,4011,2012,4011
"710",1.894840028,75,"Summer","Night","F","Fem",230,4011,2012,4011
"711",6.897034155,83,"Summer","Day","F","Fem",230,4011,2012,4011
"712",2.236074021,66,"Summer","Night","F","Fem",231,4011,2012,4011
"713",4.254651715,83,"Summer","Day","F","Fem",231,4011,2012,4011
"714",2.051252332,72,"Summer","Night","F","Fem",232,4011,2012,4011
"715",5.491475752,83,"Summer","Day","F","Fem",232,4011,2012,4011
"716",3.383611478,75,"Summer","Night","F","Fem",233,4011,2012,4011
"717",4.095832851,85,"Summer","Day","F","Fem",233,4011,2012,4011
"718",2.482668786,81,"Summer","Night","F","Fem",234,4011,2012,4011
"719",5.639087145,84,"Summer","Day","F","Fem",234,4011,2012,4011
"720",5.083390664,86,"Summer","Day","F","Fem",235,4011,2012,4011
"721",2.393135854,81,"Summer","Night","F","Fem",236,4011,2012,4011
"722",6.145413332,83,"Summer","Day","F","Fem",236,4011,2012,4011
"723",0.138095448,74,"Summer","Night","F","Fem",237,4011,2012,4011
"724",5.740495743,93,"Summer","Day","F","Fem",237,4011,2012,4011
"725",2.530039888,70,"Summer","Night","F","Fem",238,4011,2012,4011
"726",4.596228843,85,"Summer","Day","F","Fem",238,4011,2012,4011
"727",1.664835931,77,"Summer","Night","F","Fem",239,4011,2012,4011
"728",6.629980592,84,"Summer","Day","F","Fem",239,4011,2012,4011
"729",6.560680689,88,"Summer","Day","F","Fem",240,4011,2012,4011
"730",2.039909535,95,"Summer","Night","F","Fem",241,4011,2012,4011
"731",6.060739582,83,"Summer","Day","F","Fem",241,4011,2012,4011
"732",1.713682356,83,"Summer","Night","F","Fem",242,4011,2012,4011
"733",5.350969502,80,"Summer","Day","F","Fem",242,4011,2012,4011
"734",4.757332647,92,"Summer","Night","F","Fem",243,4011,2012,4011
"735",5.47892309,93,"Summer","Day","F","Fem",243,4011,2012,4011
"736",4.971913058,94,"Summer","Night","F","Fem",244,4011,2012,4011
"737",6.520344696,87,"Summer","Day","F","Fem",244,4011,2012,4011
"738",5.463976363,88,"Summer","Night","F","Fem",245,4011,2012,4011
"739",5.242919339,75,"Summer","Day","F","Fem",245,4011,2012,4011
"740",5.020173604,84,"Fall","Night","F","Fem",246,4011,2012,4011
"741",6.148527419,85,"Fall","Day","F","Fem",246,4011,2012,4011
"742",5.846803051,85,"Fall","Night","F","Fem",247,4011,2012,4011
"743",5.083559509,73,"Fall","Day","F","Fem",247,4011,2012,4011
"744",5.794190447,92,"Fall","Night","F","Fem",248,4011,2012,4011
"745",5.530898622,84,"Fall","Day","F","Fem",248,4011,2012,4011
"746",3.90250273,91,"Fall","Night","F","Fem",249,4011,2012,4011
"747",5.73579903,91,"Fall","Day","F","Fem",249,4011,2012,4011
"748",5.573438699,93,"Fall","Night","F","Fem",250,4011,2012,4011
"749",5.661825157,72,"Fall","Day","F","Fem",250,4011,2012,4011
"750",5.883385509,87,"Fall","Night","F","Fem",251,4011,2012,4011
"751",5.104381666,84,"Fall","Day","F","Fem",251,4011,2012,4011
"752",6.583722194,76,"Fall","Night","F","Fem",252,4011,2012,4011
"753",3.48021888,73,"Fall","Day","F","Fem",252,4011,2012,4011
"754",2.858858187,105,"Fall","Night","F","Fem",253,4011,2012,4011
"755",6.837782838,80,"Fall","Day","F","Fem",253,4011,2012,4011
"756",4.902771836,89,"Fall","Night","F","Fem",254,4011,2012,4011
"757",6.014733155,83,"Fall","Day","F","Fem",254,4011,2012,4011
"758",4.242384442,94,"Fall","Night","F","Fem",255,4011,2012,4011
"759",1.240461205,86,"Fall","Night","F","Fem",256,4011,2012,4011
"760",6.264499958,81,"Fall","Day","F","Fem",256,4011,2012,4011
"761",1.113780581,91,"Fall","Night","F","Fem",257,4011,2012,4011
"762",6.12226625,73,"Fall","Day","F","Fem",257,4011,2012,4011
"763",6.721481826,94,"Fall","Night","F","Fem",258,4011,2012,4011
"764",6.308488691,77,"Fall","Day","F","Fem",258,4011,2012,4011
"765",4.151019851,87,"Fall","Night","F","Fem",259,4011,2012,4011
"766",5.513921518,76,"Fall","Day","F","Fem",259,4011,2012,4011
"767",-0.345653611,87,"Fall","Night","F","Fem",260,4011,2012,4011
"768",6.109019452,72,"Fall","Day","F","Fem",260,4011,2012,4011
"769",6.888092019,88,"Fall","Night","F","Fem",261,4011,2012,4011
"770",5.889717832,89,"Fall","Day","F","Fem",261,4011,2012,4011
"771",6.515214677,71,"Fall","Night","F","Fem",262,4011,2012,4011
"772",2.853903347,75,"Fall","Day","F","Fem",262,4011,2012,4011
"773",6.504683995,93,"Fall","Night","F","Fem",263,4011,2012,4011
"774",3.782928624,74,"Fall","Day","F","Fem",263,4011,2012,4011
"775",5.788105147,85,"Fall","Night","F","Fem",264,4011,2012,4011
"776",6.093902291,70,"Fall","Day","F","Fem",264,4011,2012,4011
"777",3.752350184,88,"Fall","Night","F","Fem",265,4011,2012,4011
"778",5.869624226,81,"Fall","Day","F","Fem",265,4011,2012,4011
"779",6.999360298,73,"Fall","Night","F","Fem",266,4011,2012,4011
"780",5.286726568,67,"Fall","Day","F","Fem",266,4011,2012,4011
"781",6.209298276,92,"Fall","Night","F","Fem",267,4011,2012,4011
"782",6.238165167,65,"Fall","Day","F","Fem",267,4011,2012,4011
"783",4.861631743,54,"Fall","Night","F","Fem",268,4011,2012,4011
"784",4.274549231,59,"Fall","Day","F","Fem",268,4011,2012,4011
"785",6.691741648,73,"Fall","Night","F","Fem",269,4011,2012,4011
"786",3.669451008,71,"Fall","Day","F","Fem",269,4011,2012,4011
"787",4.341057172,88,"Fall","Night","F","Fem",270,4011,2012,4011
"788",6.349668731,65,"Fall","Day","F","Fem",270,4011,2012,4011
"789",4.277985543,80,"Fall","Night","F","Fem",271,4011,2012,4011
"790",5.52093753,85,"Fall","Day","F","Fem",271,4011,2012,4011
"791",6.723399218,75,"Fall","Night","F","Fem",272,4011,2012,4011
"792",1.690788288,73,"Fall","Day","F","Fem",272,4011,2012,4011
"793",6.776058188,80,"Fall","Night","F","Fem",273,4011,2012,4011
"794",4.8024268,83,"Fall","Day","F","Fem",273,4011,2012,4011
"795",4.712467624,79,"Fall","Night","F","Fem",274,4011,2012,4011
"796",6.021646918,83,"Fall","Day","F","Fem",274,4011,2012,4011
"797",6.150766238,77,"Fall","Night","F","Fem",275,4011,2012,4011
"798",5.584346613,54,"Fall","Day","F","Fem",275,4011,2012,4011
"799",3.921336191,74,"Fall","Night","F","Fem",276,4011,2012,4011
"800",3.075704664,71,"Fall","Day","F","Fem",276,4011,2012,4011
"801",6.696245881,86,"Fall","Night","F","Fem",277,4011,2012,4011
"802",3.198697606,76,"Fall","Day","F","Fem",277,4011,2012,4011
"803",4.628588363,79,"Fall","Night","F","Fem",278,4011,2012,4011
"804",3.925916164,70,"Fall","Day","F","Fem",278,4011,2012,4011
"805",0.175071467,81,"Fall","Night","F","Fem",279,4011,2012,4011
"806",3.125420468,61,"Fall","Day","F","Fem",279,4011,2012,4011
"807",0.384284903,85,"Fall","Night","F","Fem",280,4011,2012,4011
"808",0.663066422,61,"Fall","Day","F","Fem",280,4011,2012,4011
"809",4.782239822,85,"Fall","Night","F","Fem",281,4011,2012,4011
"810",2.705970147,65,"Fall","Day","F","Fem",281,4011,2012,4011
"811",4.877368948,82,"Fall","Night","F","Fem",282,4011,2012,4011
"812",2.061766573,73,"Fall","Day","F","Fem",282,4011,2012,4011
"813",6.090895189,82,"Fall","Night","F","Fem",283,4011,2012,4011
"814",2.716603895,67,"Fall","Day","F","Fem",283,4011,2012,4011
"815",4.412706134,79,"Fall","Night","F","Fem",284,4011,2012,4011
"816",3.152194317,68,"Fall","Day","F","Fem",284,4011,2012,4011
"817",-0.63644793,76,"Fall","Night","F","Fem",285,4011,2012,4011
"818",3.13399527,62,"Fall","Day","F","Fem",285,4011,2012,4011
"819",4.180125093,70,"Fall","Night","F","Fem",286,4011,2012,4011
"820",0.622943736,52,"Fall","Day","F","Fem",286,4011,2012,4011
"821",5.264405947,75,"Fall","Night","F","Fem",287,4011,2012,4011
"822",1.304471531,65,"Fall","Day","F","Fem",287,4011,2012,4011
"823",7.18523842,69,"Fall","Night","F","Fem",288,4011,2012,4011
"824",1.59406295,61,"Fall","Day","F","Fem",288,4011,2012,4011
"825",-0.115413159,47,"Fall","Night","F","Fem",289,4011,2012,4011
"826",3.607047804,50,"Fall","Day","F","Fem",289,4011,2012,4011
"827",1.49115055,28,"Fall","Day","F","Fem",290,4011,2012,4011
"828",4.535027395,58,"Spring","Day","F","Fem",114,4021,2012,4021
"829",-0.326085192,48,"Spring","Night","F","Fem",115,4021,2012,4021
"830",4.212932014,64,"Spring","Day","F","Fem",115,4021,2012,4021
"831",0.541121342,40,"Spring","Night","F","Fem",116,4021,2012,4021
"832",0.096643719,60,"Spring","Day","F","Fem",116,4021,2012,4021
"833",-0.39188844,55,"Spring","Night","F","Fem",117,4021,2012,4021
"834",0.172213942,50,"Spring","Day","F","Fem",117,4021,2012,4021
"835",-0.809377229,42,"Spring","Night","F","Fem",118,4021,2012,4021
"836",3.330546872,50,"Spring","Day","F","Fem",118,4021,2012,4021
"837",0.984244379,39,"Spring","Night","F","Fem",119,4021,2012,4021
"838",-0.087026335,55,"Spring","Day","F","Fem",119,4021,2012,4021
"839",-2.042557865,45,"Spring","Night","F","Fem",120,4021,2012,4021
"840",2.326201688,51,"Spring","Day","F","Fem",120,4021,2012,4021
"841",0.814960634,53,"Spring","Night","F","Fem",121,4021,2012,4021
"842",3.115381523,57,"Spring","Day","F","Fem",121,4021,2012,4021
"843",0.840729422,48,"Spring","Night","F","Fem",122,4021,2012,4021
"844",-0.144539162,64,"Spring","Day","F","Fem",122,4021,2012,4021
"845",2.081602356,43,"Spring","Night","F","Fem",123,4021,2012,4021
"846",1.297924687,60,"Spring","Day","F","Fem",123,4021,2012,4021
"847",2.009983275,58,"Spring","Night","F","Fem",124,4021,2012,4021
"848",3.550790546,63,"Spring","Day","F","Fem",124,4021,2012,4021
"849",1.816242102,51,"Spring","Night","F","Fem",125,4021,2012,4021
"850",3.033960392,60,"Spring","Day","F","Fem",125,4021,2012,4021
"851",0.540249375,49,"Spring","Night","F","Fem",126,4021,2012,4021
"852",3.162831158,59,"Spring","Day","F","Fem",126,4021,2012,4021
"853",1.415049471,54,"Spring","Night","F","Fem",127,4021,2012,4021
"854",3.769466481,62,"Spring","Day","F","Fem",127,4021,2012,4021
"855",4.051252329,64,"Spring","Day","F","Fem",128,4021,2012,4021
"856",2.475084035,48,"Spring","Night","F","Fem",129,4021,2012,4021
"857",2.641512942,59,"Spring","Day","F","Fem",129,4021,2012,4021
"858",1.258076239,41,"Spring","Night","F","Fem",130,4021,2012,4021
"859",3.858161689,62,"Spring","Day","F","Fem",130,4021,2012,4021
"860",-0.650534872,45,"Spring","Night","F","Fem",131,4021,2012,4021
"861",3.487554685,63,"Spring","Day","F","Fem",131,4021,2012,4021
"862",2.463153061,56,"Spring","Night","F","Fem",132,4021,2012,4021
"863",2.407125842,67,"Spring","Day","F","Fem",132,4021,2012,4021
"864",0.432005233,57,"Spring","Night","F","Fem",133,4021,2012,4021
"865",2.944342752,67,"Spring","Day","F","Fem",133,4021,2012,4021
"866",1.209766542,56,"Spring","Night","F","Fem",134,4021,2012,4021
"867",4.492741969,71,"Spring","Day","F","Fem",134,4021,2012,4021
"868",0.828877654,53,"Spring","Night","F","Fem",135,4021,2012,4021
"869",3.827740095,64,"Spring","Day","F","Fem",135,4021,2012,4021
"870",1.687722445,56,"Spring","Night","F","Fem",136,4021,2012,4021
"871",3.782055636,69,"Spring","Day","F","Fem",136,4021,2012,4021
"872",0.368619337,58,"Spring","Night","F","Fem",137,4021,2012,4021
"873",4.483375947,65,"Spring","Day","F","Fem",137,4021,2012,4021
"874",2.717636342,58,"Spring","Night","F","Fem",138,4021,2012,4021
"875",5.049914417,68,"Spring","Day","F","Fem",138,4021,2012,4021
"876",4.056679026,72,"Spring","Day","F","Fem",139,4021,2012,4021
"877",1.992531695,55,"Spring","Night","F","Fem",140,4021,2012,4021
"878",3.285393746,67,"Spring","Day","F","Fem",140,4021,2012,4021
"879",-0.228555452,54,"Spring","Night","F","Fem",141,4021,2012,4021
"880",4.297151889,67,"Spring","Day","F","Fem",141,4021,2012,4021
"881",1.416996593,56,"Spring","Night","F","Fem",142,4021,2012,4021
"882",5.078771262,72,"Spring","Day","F","Fem",142,4021,2012,4021
"883",1.004416515,57,"Spring","Night","F","Fem",143,4021,2012,4021
"884",3.066823167,81,"Spring","Day","F","Fem",143,4021,2012,4021
"885",1.707654301,59,"Spring","Night","F","Fem",144,4021,2012,4021
"886",3.342743094,74,"Spring","Day","F","Fem",144,4021,2012,4021
"887",1.328543082,60,"Spring","Night","F","Fem",145,4021,2012,4021
"888",2.23245645,70,"Spring","Day","F","Fem",145,4021,2012,4021
"889",1.59076917,61,"Spring","Night","F","Fem",146,4021,2012,4021
"890",5.528226158,71,"Spring","Day","F","Fem",146,4021,2012,4021
"891",2.177127018,49,"Spring","Night","F","Fem",147,4021,2012,4021
"892",3.098484305,76,"Spring","Day","F","Fem",147,4021,2012,4021
"893",1.411016404,55,"Spring","Night","F","Fem",148,4021,2012,4021
"894",3.903666794,72,"Spring","Day","F","Fem",148,4021,2012,4021
"895",1.147935688,65,"Spring","Night","F","Fem",149,4021,2012,4021
"896",4.11340222,72,"Spring","Day","F","Fem",149,4021,2012,4021
"897",1.797705678,64,"Spring","Night","F","Fem",150,4021,2012,4021
"898",3.376628371,70,"Spring","Day","F","Fem",150,4021,2012,4021
"899",2.809849278,59,"Spring","Night","F","Fem",151,4021,2012,4021
"900",4.034641796,63,"Spring","Day","F","Fem",151,4021,2012,4021
"901",1.439750986,71,"Spring","Night","F","Fem",152,4021,2012,4021
"902",3.988119116,69,"Spring","Day","F","Fem",152,4021,2012,4021
"903",1.679435798,53,"Spring","Night","F","Fem",153,4021,2012,4021
"904",2.057685841,69,"Spring","Day","F","Fem",153,4021,2012,4021
"905",2.974718611,62,"Spring","Night","F","Fem",154,4021,2012,4021
"906",3.72734176,64,"Spring","Day","F","Fem",154,4021,2012,4021
"907",0.233178936,55,"Spring","Night","F","Fem",155,4021,2012,4021
"908",1.364387975,59,"Spring","Night","F","Fem",156,4021,2012,4021
"909",2.627367028,66,"Spring","Day","F","Fem",156,4021,2012,4021
"910",-0.137992553,64,"Spring","Night","F","Fem",157,4021,2012,4021
"911",3.785898592,77,"Spring","Day","F","Fem",157,4021,2012,4021
"912",1.495101785,59,"Spring","Night","F","Fem",158,4021,2012,4021
"913",4.863373745,67,"Spring","Day","F","Fem",158,4021,2012,4021
"914",5.508071128,60,"Spring","Night","F","Fem",159,4021,2012,4021
"915",3.703470725,70,"Spring","Day","F","Fem",159,4021,2012,4021
"916",3.034689529,66,"Spring","Night","F","Fem",160,4021,2012,4021
"917",3.307700181,65,"Spring","Day","F","Fem",160,4021,2012,4021
"918",-0.279851743,53,"Spring","Night","F","Fem",161,4021,2012,4021
"919",1.126095106,62,"Spring","Day","F","Fem",161,4021,2012,4021
"920",0.575989623,60,"Spring","Night","F","Fem",162,4021,2012,4021
"921",-0.29508531,65,"Spring","Day","F","Fem",162,4021,2012,4021
"922",2.414178571,61,"Spring","Night","F","Fem",163,4021,2012,4021
"923",2.849226541,51,"Spring","Day","F","Fem",163,4021,2012,4021
"924",2.506900999,46,"Spring","Night","F","Fem",164,4021,2012,4021
"925",2.56116313,51,"Spring","Night","F","Fem",165,4021,2012,4021
"926",3.680772519,71,"Spring","Day","F","Fem",165,4021,2012,4021
"927",1.872260482,79,"Spring","Night","F","Fem",166,4021,2012,4021
"928",4.116741091,63,"Spring","Day","F","Fem",166,4021,2012,4021
"929",1.975483983,53,"Spring","Night","F","Fem",167,4021,2012,4021
"930",0.422993414,65,"Spring","Night","F","Fem",168,4021,2012,4021
"931",3.338646773,71,"Spring","Day","F","Fem",168,4021,2012,4021
"932",1.47252768,51,"Spring","Night","F","Fem",169,4021,2012,4021
"933",4.74156059,61,"Spring","Day","F","Fem",169,4021,2012,4021
"934",0.107211994,52,"Spring","Night","F","Fem",170,4021,2012,4021
"935",1.692536906,58,"Spring","Night","F","Fem",171,4021,2012,4021
"936",4.387722941,74,"Spring","Day","F","Fem",171,4021,2012,4021
"937",0.988546453,62,"Spring","Night","F","Fem",172,4021,2012,4021
"938",4.0112734,74,"Spring","Day","F","Fem",172,4021,2012,4021
"939",4.451454466,61,"Spring","Night","F","Fem",173,4021,2012,4021
"940",4.827983724,60,"Spring","Night","F","Fem",174,4021,2012,4021
"941",4.060073515,74,"Spring","Day","F","Fem",174,4021,2012,4021
"942",1.824937214,62,"Spring","Night","F","Fem",175,4021,2012,4021
"943",4.601745285,72,"Spring","Day","F","Fem",175,4021,2012,4021
"944",3.341771438,60,"Spring","Night","F","Fem",176,4021,2012,4021
"945",0.186203809,72,"Spring","Night","F","Fem",177,4021,2012,4021
"946",4.811579771,80,"Spring","Day","F","Fem",177,4021,2012,4021
"947",4.738176725,82,"Spring","Day","F","Fem",178,4021,2012,4021
"948",2.251651219,65,"Spring","Night","F","Fem",179,4021,2012,4021
"949",4.401830385,81,"Spring","Day","F","Fem",179,4021,2012,4021
"950",4.905537809,69,"Spring","Day","F","Fem",180,4021,2012,4021
"951",4.05636596,74,"Spring","Day","F","Fem",181,4021,2012,4021
"952",1.706435783,59,"Spring","Night","F","Fem",182,4021,2012,4021
"953",3.955753784,81,"Spring","Day","F","Fem",182,4021,2012,4021
"954",3.134437668,66,"Spring","Night","F","Fem",183,4021,2012,4021
"955",3.376762171,80,"Spring","Day","F","Fem",183,4021,2012,4021
"956",3.278222265,64,"Summer","Night","F","Fem",184,4021,2012,4021
"957",4.205985984,80,"Summer","Day","F","Fem",185,4021,2012,4021
"958",0.931553774,66,"Summer","Night","F","Fem",186,4021,2012,4021
"959",4.517463676,82,"Summer","Day","F","Fem",186,4021,2012,4021
"960",5.054995239,62,"Summer","Night","F","Fem",187,4021,2012,4021
"961",5.039996224,78,"Summer","Day","F","Fem",187,4021,2012,4021
"962",3.672127884,63,"Summer","Night","F","Fem",188,4021,2012,4021
"963",4.734493699,79,"Summer","Day","F","Fem",188,4021,2012,4021
"964",2.604061208,67,"Summer","Night","F","Fem",189,4021,2012,4021
"965",3.992747418,78,"Summer","Day","F","Fem",189,4021,2012,4021
"966",1.432506618,68,"Summer","Night","F","Fem",190,4021,2012,4021
"967",3.312546215,88,"Summer","Day","F","Fem",190,4021,2012,4021
"968",2.674039915,67,"Summer","Night","F","Fem",191,4021,2012,4021
"969",5.387505258,85,"Summer","Day","F","Fem",191,4021,2012,4021
"970",2.111640333,66,"Summer","Night","F","Fem",192,4021,2012,4021
"971",4.794027289,81,"Summer","Day","F","Fem",192,4021,2012,4021
"972",0.89241841,68,"Summer","Night","F","Fem",193,4021,2012,4021
"973",4.313341774,91,"Summer","Day","F","Fem",193,4021,2012,4021
"974",3.979440953,66,"Summer","Night","F","Fem",194,4021,2012,4021
"975",1.202497396,60,"Summer","Night","F","Fem",195,4021,2012,4021
"976",1.666626633,60,"Summer","Night","F","Fem",196,4021,2012,4021
"977",5.553136451,83,"Summer","Day","F","Fem",196,4021,2012,4021
"978",2.011879618,63,"Summer","Night","F","Fem",197,4021,2012,4021
"979",5.143671492,84,"Summer","Day","F","Fem",197,4021,2012,4021
"980",0.560350921,60,"Summer","Night","F","Fem",198,4021,2012,4021
"981",5.339851485,83,"Summer","Day","F","Fem",198,4021,2012,4021
"982",1.333590827,62,"Summer","Night","F","Fem",199,4021,2012,4021
"983",5.120695635,76,"Summer","Day","F","Fem",199,4021,2012,4021
"984",1.030553295,55,"Summer","Night","F","Fem",200,4021,2012,4021
"985",5.222050037,84,"Summer","Day","F","Fem",200,4021,2012,4021
"986",3.963515385,57,"Summer","Night","F","Fem",201,4021,2012,4021
"987",5.940864596,79,"Summer","Day","F","Fem",201,4021,2012,4021
"988",2.671650297,56,"Summer","Night","F","Fem",202,4021,2012,4021
"989",5.199267517,87,"Summer","Day","F","Fem",202,4021,2012,4021
"990",3.134033996,59,"Summer","Night","F","Fem",203,4021,2012,4021
"991",5.902655212,86,"Summer","Day","F","Fem",203,4021,2012,4021
"992",1.391601493,63,"Summer","Night","F","Fem",204,4021,2012,4021
"993",5.35593875,82,"Summer","Day","F","Fem",204,4021,2012,4021
"994",1.403529602,59,"Summer","Night","F","Fem",205,4021,2012,4021
"995",4.985374056,74,"Summer","Day","F","Fem",205,4021,2012,4021
"996",5.438160274,79,"Summer","Day","F","Fem",206,4021,2012,4021
"997",1.114599868,55,"Summer","Night","F","Fem",207,4021,2012,4021
"998",5.373057822,77,"Summer","Day","F","Fem",207,4021,2012,4021
"999",1.751782819,63,"Summer","Night","F","Fem",208,4021,2012,4021
"1000",5.111663539,82,"Summer","Day","F","Fem",208,4021,2012,4021
"1001",1.399759674,63,"Summer","Night","F","Fem",209,4021,2012,4021
"1002",5.734483293,76,"Summer","Day","F","Fem",209,4021,2012,4021
"1003",1.589168698,59,"Summer","Night","F","Fem",210,4021,2012,4021
"1004",3.656303128,80,"Summer","Day","F","Fem",210,4021,2012,4021
"1005",1.538192396,53,"Summer","Night","F","Fem",211,4021,2012,4021
"1006",4.65241188,77,"Summer","Day","F","Fem",211,4021,2012,4021
"1007",1.331536602,58,"Summer","Night","F","Fem",212,4021,2012,4021
"1008",5.627476096,74,"Summer","Day","F","Fem",212,4021,2012,4021
"1009",1.452954415,50,"Summer","Night","F","Fem",213,4021,2012,4021
"1010",6.040685693,74,"Summer","Day","F","Fem",213,4021,2012,4021
"1011",1.586678724,51,"Summer","Night","F","Fem",214,4021,2012,4021
"1012",5.882311671,80,"Summer","Day","F","Fem",214,4021,2012,4021
"1013",2.498705188,55,"Summer","Night","F","Fem",215,4021,2012,4021
"1014",4.806041114,74,"Summer","Day","F","Fem",215,4021,2012,4021
"1015",0.220061923,50,"Summer","Night","F","Fem",216,4021,2012,4021
"1016",4.920776606,71,"Summer","Day","F","Fem",216,4021,2012,4021
"1017",1.426372387,62,"Summer","Night","F","Fem",217,4021,2012,4021
"1018",5.221061982,76,"Summer","Day","F","Fem",217,4021,2012,4021
"1019",1.305684652,54,"Summer","Night","F","Fem",218,4021,2012,4021
"1020",5.505311055,73,"Summer","Day","F","Fem",218,4021,2012,4021
"1021",0.920200307,58,"Summer","Night","F","Fem",219,4021,2012,4021
"1022",4.901264772,82,"Summer","Day","F","Fem",219,4021,2012,4021
"1023",0.726418649,54,"Summer","Night","F","Fem",220,4021,2012,4021
"1024",5.246001326,72,"Summer","Day","F","Fem",220,4021,2012,4021
"1025",1.519004774,51,"Summer","Night","F","Fem",221,4021,2012,4021
"1026",5.199961985,74,"Summer","Day","F","Fem",221,4021,2012,4021
"1027",0.745263618,47,"Summer","Night","F","Fem",222,4021,2012,4021
"1028",5.277339182,79,"Summer","Day","F","Fem",222,4021,2012,4021
"1029",0.25193807,57,"Summer","Night","F","Fem",223,4021,2012,4021
"1030",5.139984058,79,"Summer","Day","F","Fem",223,4021,2012,4021
"1031",0.533099666,50,"Summer","Night","F","Fem",224,4021,2012,4021
"1032",4.830996887,71,"Summer","Day","F","Fem",224,4021,2012,4021
"1033",1.19408365,55,"Summer","Night","F","Fem",225,4021,2012,4021
"1034",4.704821791,79,"Summer","Day","F","Fem",225,4021,2012,4021
"1035",1.505148749,50,"Summer","Night","F","Fem",226,4021,2012,4021
"1036",5.047449691,71,"Summer","Day","F","Fem",226,4021,2012,4021
"1037",2.015418193,53,"Summer","Night","F","Fem",227,4021,2012,4021
"1038",4.471494269,74,"Summer","Day","F","Fem",227,4021,2012,4021
"1039",1.649571258,49,"Summer","Night","F","Fem",228,4021,2012,4021
"1040",4.433836968,82,"Summer","Day","F","Fem",228,4021,2012,4021
"1041",0.026485634,52,"Summer","Night","F","Fem",229,4021,2012,4021
"1042",5.300852275,78,"Summer","Day","F","Fem",229,4021,2012,4021
"1043",0.762448336,61,"Summer","Night","F","Fem",230,4021,2012,4021
"1044",5.189235248,83,"Summer","Day","F","Fem",230,4021,2012,4021
"1045",0.95907302,63,"Summer","Night","F","Fem",231,4021,2012,4021
"1046",5.049157991,86,"Summer","Day","F","Fem",231,4021,2012,4021
"1047",1.767224044,55,"Summer","Night","F","Fem",232,4021,2012,4021
"1048",5.562207204,81,"Summer","Day","F","Fem",232,4021,2012,4021
"1049",1.645751116,69,"Summer","Night","F","Fem",233,4021,2012,4021
"1050",5.759441532,92,"Summer","Day","F","Fem",233,4021,2012,4021
"1051",2.307057804,61,"Summer","Night","F","Fem",234,4021,2012,4021
"1052",5.108528609,90,"Summer","Day","F","Fem",234,4021,2012,4021
"1053",3.655872003,66,"Summer","Night","F","Fem",235,4021,2012,4021
"1054",5.357012602,93,"Summer","Day","F","Fem",235,4021,2012,4021
"1055",1.893545809,78,"Summer","Night","F","Fem",236,4021,2012,4021
"1056",5.718864341,91,"Summer","Day","F","Fem",236,4021,2012,4021
"1057",3.149794024,61,"Summer","Night","F","Fem",237,4021,2012,4021
"1058",4.172531141,91,"Summer","Day","F","Fem",237,4021,2012,4021
"1059",4.301348564,61,"Summer","Night","F","Fem",238,4021,2012,4021
"1060",4.54313598,88,"Summer","Day","F","Fem",238,4021,2012,4021
"1061",5.368523363,85,"Summer","Day","F","Fem",239,4021,2012,4021
"1062",3.24396351,67,"Summer","Night","F","Fem",240,4021,2012,4021
"1063",5.470635953,85,"Summer","Day","F","Fem",240,4021,2012,4021
"1064",5.52650448,75,"Summer","Night","F","Fem",241,4021,2012,4021
"1065",5.133897474,86,"Summer","Day","F","Fem",241,4021,2012,4021
"1066",3.572250302,79,"Summer","Night","F","Fem",242,4021,2012,4021
"1067",4.340654951,92,"Summer","Day","F","Fem",242,4021,2012,4021
"1068",6.441724627,79,"Summer","Night","F","Fem",243,4021,2012,4021
"1069",5.100586158,84,"Summer","Day","F","Fem",243,4021,2012,4021
"1070",1.373960614,86,"Summer","Night","F","Fem",244,4021,2012,4021
"1071",5.524411797,79,"Summer","Day","F","Fem",244,4021,2012,4021
"1072",1.148545805,64,"Summer","Night","F","Fem",245,4021,2012,4021
"1073",4.580827725,84,"Summer","Day","F","Fem",245,4021,2012,4021
"1074",1.731832012,62,"Fall","Night","F","Fem",246,4021,2012,4021
"1075",5.069203388,91,"Fall","Day","F","Fem",246,4021,2012,4021
"1076",1.034906101,85,"Fall","Night","F","Fem",247,4021,2012,4021
"1077",5.200587457,89,"Fall","Day","F","Fem",247,4021,2012,4021
"1078",4.108284379,74,"Fall","Night","F","Fem",248,4021,2012,4021
"1079",5.283790947,88,"Fall","Day","F","Fem",248,4021,2012,4021
